HOG	OG	Gene Tree Parent Clade	19222_Sid_GoodCoral_500lnThresh_Final	29422_past_LongestContig_suffixed
N0.HOG0000024	OG0000003	n2	Siderastrea_Mexico_Barshis-Radice_Host_contig18366, Siderastrea_Mexico_Barshis-Radice_Host_contig14795, Siderastrea_Mexico_Barshis-Radice_Host_contig19141, Siderastrea_Mexico_Barshis-Radice_Host_contig01391, Siderastrea_Mexico_Barshis-Radice_Host_contig16093, Siderastrea_Mexico_Barshis-Radice_Host_contig10303, Siderastrea_Mexico_Barshis-Radice_Host_contig12876, Siderastrea_Mexico_Barshis-Radice_Host_contig04257, Siderastrea_Mexico_Barshis-Radice_Host_contig04947, Siderastrea_Mexico_Barshis-Radice_Host_contig06567, Siderastrea_Mexico_Barshis-Radice_Host_contig15624, Siderastrea_Mexico_Barshis-Radice_Host_contig13937, Siderastrea_Mexico_Barshis-Radice_Host_contig04322, Siderastrea_Mexico_Barshis-Radice_Host_contig09040, Siderastrea_Mexico_Barshis-Radice_Host_contig14312, Siderastrea_Mexico_Barshis-Radice_Host_contig09426, Siderastrea_Mexico_Barshis-Radice_Host_contig00994, Siderastrea_Mexico_Barshis-Radice_Host_contig11422, Siderastrea_Mexico_Barshis-Radice_Host_contig05652, Siderastrea_Mexico_Barshis-Radice_Host_contig08387, Siderastrea_Mexico_Barshis-Radice_Host_contig04895, Siderastrea_Mexico_Barshis-Radice_Host_contig12647, Siderastrea_Mexico_Barshis-Radice_Host_contig16525, Siderastrea_Mexico_Barshis-Radice_Host_contig04236, Siderastrea_Mexico_Barshis-Radice_Host_contig07059, Siderastrea_Mexico_Barshis-Radice_Host_contig14686, Siderastrea_Mexico_Barshis-Radice_Host_contig18115, Siderastrea_Mexico_Barshis-Radice_Host_contig01286, Siderastrea_Mexico_Barshis-Radice_Host_contig16169, Siderastrea_Mexico_Barshis-Radice_Host_contig12370, Siderastrea_Mexico_Barshis-Radice_Host_contig01678, Siderastrea_Mexico_Barshis-Radice_Host_contig02430, Siderastrea_Mexico_Barshis-Radice_Host_contig07770, Siderastrea_Mexico_Barshis-Radice_Host_contig08558, Siderastrea_Mexico_Barshis-Radice_Host_contig07653, Siderastrea_Mexico_Barshis-Radice_Host_contig18048, Siderastrea_Mexico_Barshis-Radice_Host_contig17684, Siderastrea_Mexico_Barshis-Radice_Host_contig09529, Siderastrea_Mexico_Barshis-Radice_Host_contig09622, Siderastrea_Mexico_Barshis-Radice_Host_contig15152, Siderastrea_Mexico_Barshis-Radice_Host_contig18990, Siderastrea_Mexico_Barshis-Radice_Host_contig01171, Siderastrea_Mexico_Barshis-Radice_Host_contig13566, Siderastrea_Mexico_Barshis-Radice_Host_contig06884, Siderastrea_Mexico_Barshis-Radice_Host_contig03242, Siderastrea_Mexico_Barshis-Radice_Host_contig01968, Siderastrea_Mexico_Barshis-Radice_Host_contig02183, Siderastrea_Mexico_Barshis-Radice_Host_contig03527, Siderastrea_Mexico_Barshis-Radice_Host_contig14731, Siderastrea_Mexico_Barshis-Radice_Host_contig02635, Siderastrea_Mexico_Barshis-Radice_Host_contig05420, Siderastrea_Mexico_Barshis-Radice_Host_contig06662, Siderastrea_Mexico_Barshis-Radice_Host_contig08314, Siderastrea_Mexico_Barshis-Radice_Host_contig18178, Siderastrea_Mexico_Barshis-Radice_Host_contig15046, Siderastrea_Mexico_Barshis-Radice_Host_contig09132, Siderastrea_Mexico_Barshis-Radice_Host_contig07689, Siderastrea_Mexico_Barshis-Radice_Host_contig15312, Siderastrea_Mexico_Barshis-Radice_Host_contig00136, Siderastrea_Mexico_Barshis-Radice_Host_contig02749, Siderastrea_Mexico_Barshis-Radice_Host_contig01093, Siderastrea_Mexico_Barshis-Radice_Host_contig13141, Siderastrea_Mexico_Barshis-Radice_Host_contig15555, Siderastrea_Mexico_Barshis-Radice_Host_contig11872, Siderastrea_Mexico_Barshis-Radice_Host_contig11707, Siderastrea_Mexico_Barshis-Radice_Host_contig18647, Siderastrea_Mexico_Barshis-Radice_Host_contig06083, Siderastrea_Mexico_Barshis-Radice_Host_contig08057, Siderastrea_Mexico_Barshis-Radice_Host_contig19120, Siderastrea_Mexico_Barshis-Radice_Host_contig12261, Siderastrea_Mexico_Barshis-Radice_Host_contig08021, Siderastrea_Mexico_Barshis-Radice_Host_contig04734, Siderastrea_Mexico_Barshis-Radice_Host_contig06811, Siderastrea_Mexico_Barshis-Radice_Host_contig00458, Siderastrea_Mexico_Barshis-Radice_Host_contig06010, Siderastrea_Mexico_Barshis-Radice_Host_contig11315, Siderastrea_Mexico_Barshis-Radice_Host_contig11722, Siderastrea_Mexico_Barshis-Radice_Host_contig05924, Siderastrea_Mexico_Barshis-Radice_Host_contig18839, Siderastrea_Mexico_Barshis-Radice_Host_contig16448, Siderastrea_Mexico_Barshis-Radice_Host_contig07379, Siderastrea_Mexico_Barshis-Radice_Host_contig00541, Siderastrea_Mexico_Barshis-Radice_Host_contig05223, Siderastrea_Mexico_Barshis-Radice_Host_contig06270, Siderastrea_Mexico_Barshis-Radice_Host_contig08995, Siderastrea_Mexico_Barshis-Radice_Host_contig08780, Siderastrea_Mexico_Barshis-Radice_Host_contig11021, Siderastrea_Mexico_Barshis-Radice_Host_contig06528, Siderastrea_Mexico_Barshis-Radice_Host_contig16177, Siderastrea_Mexico_Barshis-Radice_Host_contig11656, Siderastrea_Mexico_Barshis-Radice_Host_contig05686, Siderastrea_Mexico_Barshis-Radice_Host_contig12273, Siderastrea_Mexico_Barshis-Radice_Host_contig01532, Siderastrea_Mexico_Barshis-Radice_Host_contig05293, Siderastrea_Mexico_Barshis-Radice_Host_contig03341, Siderastrea_Mexico_Barshis-Radice_Host_contig05187, Siderastrea_Mexico_Barshis-Radice_Host_contig15454, Siderastrea_Mexico_Barshis-Radice_Host_contig02811, Siderastrea_Mexico_Barshis-Radice_Host_contig16018, Siderastrea_Mexico_Barshis-Radice_Host_contig12597, Siderastrea_Mexico_Barshis-Radice_Host_contig09579, Siderastrea_Mexico_Barshis-Radice_Host_contig03199, Siderastrea_Mexico_Barshis-Radice_Host_contig08903, Siderastrea_Mexico_Barshis-Radice_Host_contig17233, Siderastrea_Mexico_Barshis-Radice_Host_contig14077, Siderastrea_Mexico_Barshis-Radice_Host_contig15981, Siderastrea_Mexico_Barshis-Radice_Host_contig15594, Siderastrea_Mexico_Barshis-Radice_Host_contig06761, Siderastrea_Mexico_Barshis-Radice_Host_contig12555, Siderastrea_Mexico_Barshis-Radice_Host_contig16560	isotig05156_Past
N0.HOG0000025	OG0000004	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig12184, Siderastrea_Mexico_Barshis-Radice_Host_contig02645, Siderastrea_Mexico_Barshis-Radice_Host_contig00478, Siderastrea_Mexico_Barshis-Radice_Host_contig10978, Siderastrea_Mexico_Barshis-Radice_Host_contig09511, Siderastrea_Mexico_Barshis-Radice_Host_contig05629, Siderastrea_Mexico_Barshis-Radice_Host_contig02429, Siderastrea_Mexico_Barshis-Radice_Host_contig08194, Siderastrea_Mexico_Barshis-Radice_Host_contig08428, Siderastrea_Mexico_Barshis-Radice_Host_contig06591, Siderastrea_Mexico_Barshis-Radice_Host_contig16117, Siderastrea_Mexico_Barshis-Radice_Host_contig09743, Siderastrea_Mexico_Barshis-Radice_Host_contig17478, Siderastrea_Mexico_Barshis-Radice_Host_contig07481, Siderastrea_Mexico_Barshis-Radice_Host_contig19102, Siderastrea_Mexico_Barshis-Radice_Host_contig08391, Siderastrea_Mexico_Barshis-Radice_Host_contig12224, Siderastrea_Mexico_Barshis-Radice_Host_contig18068, Siderastrea_Mexico_Barshis-Radice_Host_contig12017, Siderastrea_Mexico_Barshis-Radice_Host_contig00777, Siderastrea_Mexico_Barshis-Radice_Host_contig02807, Siderastrea_Mexico_Barshis-Radice_Host_contig06807, Siderastrea_Mexico_Barshis-Radice_Host_contig11801, Siderastrea_Mexico_Barshis-Radice_Host_contig02062, Siderastrea_Mexico_Barshis-Radice_Host_contig13200, Siderastrea_Mexico_Barshis-Radice_Host_contig05632, Siderastrea_Mexico_Barshis-Radice_Host_contig18291, Siderastrea_Mexico_Barshis-Radice_Host_contig12463, Siderastrea_Mexico_Barshis-Radice_Host_contig16367, Siderastrea_Mexico_Barshis-Radice_Host_contig12257, Siderastrea_Mexico_Barshis-Radice_Host_contig08347, Siderastrea_Mexico_Barshis-Radice_Host_contig13677, Siderastrea_Mexico_Barshis-Radice_Host_contig10232, Siderastrea_Mexico_Barshis-Radice_Host_contig18371, Siderastrea_Mexico_Barshis-Radice_Host_contig07825, Siderastrea_Mexico_Barshis-Radice_Host_contig04386, Siderastrea_Mexico_Barshis-Radice_Host_contig14535, Siderastrea_Mexico_Barshis-Radice_Host_contig17577, Siderastrea_Mexico_Barshis-Radice_Host_contig14693, Siderastrea_Mexico_Barshis-Radice_Host_contig17701, Siderastrea_Mexico_Barshis-Radice_Host_contig04096, Siderastrea_Mexico_Barshis-Radice_Host_contig04902, Siderastrea_Mexico_Barshis-Radice_Host_contig09904, Siderastrea_Mexico_Barshis-Radice_Host_contig11692, Siderastrea_Mexico_Barshis-Radice_Host_contig14141, Siderastrea_Mexico_Barshis-Radice_Host_contig04896, Siderastrea_Mexico_Barshis-Radice_Host_contig04692, Siderastrea_Mexico_Barshis-Radice_Host_contig01954, Siderastrea_Mexico_Barshis-Radice_Host_contig06737, Siderastrea_Mexico_Barshis-Radice_Host_contig07405, Siderastrea_Mexico_Barshis-Radice_Host_contig18508, Siderastrea_Mexico_Barshis-Radice_Host_contig06714, Siderastrea_Mexico_Barshis-Radice_Host_contig05916, Siderastrea_Mexico_Barshis-Radice_Host_contig14434, Siderastrea_Mexico_Barshis-Radice_Host_contig03840, Siderastrea_Mexico_Barshis-Radice_Host_contig02069, Siderastrea_Mexico_Barshis-Radice_Host_contig15499, Siderastrea_Mexico_Barshis-Radice_Host_contig10914, Siderastrea_Mexico_Barshis-Radice_Host_contig04339, Siderastrea_Mexico_Barshis-Radice_Host_contig02151, Siderastrea_Mexico_Barshis-Radice_Host_contig14462, Siderastrea_Mexico_Barshis-Radice_Host_contig02500, Siderastrea_Mexico_Barshis-Radice_Host_contig03288, Siderastrea_Mexico_Barshis-Radice_Host_contig11168, Siderastrea_Mexico_Barshis-Radice_Host_contig10342, Siderastrea_Mexico_Barshis-Radice_Host_contig08724, Siderastrea_Mexico_Barshis-Radice_Host_contig08310	
N0.HOG0000026	OG0000005	n1	Siderastrea_Mexico_Barshis-Radice_Host_contig05747	isotig06415_Past
N0.HOG0000027	OG0000005	n3	Siderastrea_Mexico_Barshis-Radice_Host_contig02865, Siderastrea_Mexico_Barshis-Radice_Host_contig07088	
N0.HOG0000028	OG0000005	n6	Siderastrea_Mexico_Barshis-Radice_Host_contig15025, Siderastrea_Mexico_Barshis-Radice_Host_contig09234, Siderastrea_Mexico_Barshis-Radice_Host_contig04974, Siderastrea_Mexico_Barshis-Radice_Host_contig11930, Siderastrea_Mexico_Barshis-Radice_Host_contig07793, Siderastrea_Mexico_Barshis-Radice_Host_contig17582, Siderastrea_Mexico_Barshis-Radice_Host_contig18477, Siderastrea_Mexico_Barshis-Radice_Host_contig13350, Siderastrea_Mexico_Barshis-Radice_Host_contig01306, Siderastrea_Mexico_Barshis-Radice_Host_contig09366, Siderastrea_Mexico_Barshis-Radice_Host_contig16601, Siderastrea_Mexico_Barshis-Radice_Host_contig09093, Siderastrea_Mexico_Barshis-Radice_Host_contig15554, Siderastrea_Mexico_Barshis-Radice_Host_contig07916, Siderastrea_Mexico_Barshis-Radice_Host_contig12875	isotig24428_Past
N0.HOG0000029	OG0000005	n21	Siderastrea_Mexico_Barshis-Radice_Host_contig15993, Siderastrea_Mexico_Barshis-Radice_Host_contig07948, Siderastrea_Mexico_Barshis-Radice_Host_contig18552, Siderastrea_Mexico_Barshis-Radice_Host_contig06893, Siderastrea_Mexico_Barshis-Radice_Host_contig08345, Siderastrea_Mexico_Barshis-Radice_Host_contig12318, Siderastrea_Mexico_Barshis-Radice_Host_contig07484, Siderastrea_Mexico_Barshis-Radice_Host_contig12076, Siderastrea_Mexico_Barshis-Radice_Host_contig01465, Siderastrea_Mexico_Barshis-Radice_Host_contig17750, Siderastrea_Mexico_Barshis-Radice_Host_contig18380, Siderastrea_Mexico_Barshis-Radice_Host_contig13354, Siderastrea_Mexico_Barshis-Radice_Host_contig15894, Siderastrea_Mexico_Barshis-Radice_Host_contig07352, Siderastrea_Mexico_Barshis-Radice_Host_contig14209, Siderastrea_Mexico_Barshis-Radice_Host_contig17698	isotig11575_Past
N0.HOG0000030	OG0000005	n37	Siderastrea_Mexico_Barshis-Radice_Host_contig06799, Siderastrea_Mexico_Barshis-Radice_Host_contig17594, Siderastrea_Mexico_Barshis-Radice_Host_contig09162, Siderastrea_Mexico_Barshis-Radice_Host_contig09686, Siderastrea_Mexico_Barshis-Radice_Host_contig08842, Siderastrea_Mexico_Barshis-Radice_Host_contig07129, Siderastrea_Mexico_Barshis-Radice_Host_contig10458, Siderastrea_Mexico_Barshis-Radice_Host_contig04000, Siderastrea_Mexico_Barshis-Radice_Host_contig18266, Siderastrea_Mexico_Barshis-Radice_Host_contig03546, Siderastrea_Mexico_Barshis-Radice_Host_contig12092, Siderastrea_Mexico_Barshis-Radice_Host_contig17578, Siderastrea_Mexico_Barshis-Radice_Host_contig04306, Siderastrea_Mexico_Barshis-Radice_Host_contig02245, Siderastrea_Mexico_Barshis-Radice_Host_contig05007, Siderastrea_Mexico_Barshis-Radice_Host_contig17775, Siderastrea_Mexico_Barshis-Radice_Host_contig07929, Siderastrea_Mexico_Barshis-Radice_Host_contig17702, Siderastrea_Mexico_Barshis-Radice_Host_contig17186, Siderastrea_Mexico_Barshis-Radice_Host_contig12667, Siderastrea_Mexico_Barshis-Radice_Host_contig09813, Siderastrea_Mexico_Barshis-Radice_Host_contig11873, Siderastrea_Mexico_Barshis-Radice_Host_contig04628, Siderastrea_Mexico_Barshis-Radice_Host_contig03724, Siderastrea_Mexico_Barshis-Radice_Host_contig03752	
N0.HOG0000031	OG0000006	n1	Siderastrea_Mexico_Barshis-Radice_Host_contig00281	isotig04752_Past, isotig29939_Past, isotig09095_Past, isotig12844_Past
N0.HOG0000032	OG0000006	n7		isotig10610_Past, isotig10527_Past, isotig07829_Past
N0.HOG0000033	OG0000006	n10		isotig19282_Past, isotig09996_Past
N0.HOG0000034	OG0000006	n15		isotig00845_Past, isotig32130_Past, isotig10858_Past, isotig14332_Past, isotig04314_Past
N0.HOG0000035	OG0000006	n24		GE913964_Past, isotig20689_Past
N0.HOG0000036	OG0000006	n26	Siderastrea_Mexico_Barshis-Radice_Host_contig10387	isotig05005_Past, isotig06139_Past, isotig01650_Past, isotig15590_Past
N0.HOG0000037	OG0000006	n30	Siderastrea_Mexico_Barshis-Radice_Host_contig08894	isotig28233_Past, isotig19998_Past, isotig03590_Past, isotig09304_Past, isotig29069_Past, isotig27642_Past, GE911046_Past, isotig18373_Past, isotig04276_Past, isotig15800_Past, isotig10210_Past, isotig15928_Past, isotig14786_Past, isotig09385_Past, isotig15391_Past, isotig09390_Past, isotig22209_Past
N0.HOG0000038	OG0000006	n47	Siderastrea_Mexico_Barshis-Radice_Host_contig10370	GE908652_Past, isotig15188_Past
N0.HOG0000039	OG0000006	n49	Siderastrea_Mexico_Barshis-Radice_Host_contig06751	GE915701_Past, isotig10040_Past, GE906329_Past, isotig05335_Past, isotig10180_Past, isotig23059_Past, isotig14067_Past
N0.HOG0000040	OG0000007	n1	Siderastrea_Mexico_Barshis-Radice_Host_contig14374	isotig03530_Past, isotig29446_Past, isotig07685_Past
N0.HOG0000041	OG0000007	n4	Siderastrea_Mexico_Barshis-Radice_Host_contig14179	isotig04709_Past, isotig25109_Past, isotig07463_Past, isotig07355_Past, isotig21233_Past, isotig04385_Past, isotig21695_Past, isotig19818_Past, isotig23690_Past, GE913249_Past, isotig18816_Past, isotig01712_Past, isotig04833_Past, isotig20098_Past, GE915016_Past, isotig25801_Past, GE912604_Past, isotig10698_Past, isotig12262_Past, isotig02098_Past, isotig04785_Past, isotig17045_Past, isotig23837_Past, isotig00758_Past, isotig14471_Past, isotig04760_Past, isotig24062_Past, isotig10184_Past, isotig01256_Past, GE911726_Past, GE913984_Past, isotig29867_Past, isotig01052_Past, isotig27144_Past, isotig08348_Past, isotig30420_Past, isotig26790_Past, isotig21419_Past, isotig09566_Past, GE913389_Past, isotig06272_Past
N0.HOG0000042	OG0000008	n1	Siderastrea_Mexico_Barshis-Radice_Host_contig00510, Siderastrea_Mexico_Barshis-Radice_Host_contig17881	isotig22620_Past, isotig05575_Past, isotig02055_Past, isotig17444_Past, isotig19805_Past, isotig07384_Past, isotig24623_Past, isotig25901_Past, isotig07396_Past, isotig32442_Past, isotig03724_Past, isotig09245_Past
N0.HOG0000043	OG0000008	n14	Siderastrea_Mexico_Barshis-Radice_Host_contig14791	isotig24360_Past, isotig18518_Past, isotig00955_Past, GE912984_Past, isotig24415_Past, isotig06015_Past, isotig02364_Past, isotig31086_Past, isotig04791_Past, GE912683_Past, GE913683_Past, isotig17681_Past, isotig24043_Past, isotig00620_Past, isotig17825_Past, isotig01400_Past, GE909926_Past, isotig14719_Past, isotig16424_Past, isotig24796_Past, isotig05008_Past, isotig27039_Past, isotig06882_Past, isotig27478_Past, isotig07176_Past, isotig21563_Past, GE907507_Past, GE912735_Past, isotig29293_Past
N0.HOG0000044	OG0000009	n1	Siderastrea_Mexico_Barshis-Radice_Host_contig14938	isotig24571_Past
N0.HOG0000045	OG0000009	n4	Siderastrea_Mexico_Barshis-Radice_Host_contig16283, Siderastrea_Mexico_Barshis-Radice_Host_contig06281, Siderastrea_Mexico_Barshis-Radice_Host_contig18087, Siderastrea_Mexico_Barshis-Radice_Host_contig01617, Siderastrea_Mexico_Barshis-Radice_Host_contig04604, Siderastrea_Mexico_Barshis-Radice_Host_contig09203, Siderastrea_Mexico_Barshis-Radice_Host_contig05753, Siderastrea_Mexico_Barshis-Radice_Host_contig16588, Siderastrea_Mexico_Barshis-Radice_Host_contig11710, Siderastrea_Mexico_Barshis-Radice_Host_contig17261, Siderastrea_Mexico_Barshis-Radice_Host_contig12233, Siderastrea_Mexico_Barshis-Radice_Host_contig18102, Siderastrea_Mexico_Barshis-Radice_Host_contig11507, Siderastrea_Mexico_Barshis-Radice_Host_contig16220, Siderastrea_Mexico_Barshis-Radice_Host_contig10129, Siderastrea_Mexico_Barshis-Radice_Host_contig03206, Siderastrea_Mexico_Barshis-Radice_Host_contig00119, Siderastrea_Mexico_Barshis-Radice_Host_contig18881, Siderastrea_Mexico_Barshis-Radice_Host_contig07721, Siderastrea_Mexico_Barshis-Radice_Host_contig08607, Siderastrea_Mexico_Barshis-Radice_Host_contig14857, Siderastrea_Mexico_Barshis-Radice_Host_contig15804, Siderastrea_Mexico_Barshis-Radice_Host_contig16511, Siderastrea_Mexico_Barshis-Radice_Host_contig06512, Siderastrea_Mexico_Barshis-Radice_Host_contig14538, Siderastrea_Mexico_Barshis-Radice_Host_contig18703, Siderastrea_Mexico_Barshis-Radice_Host_contig05850, Siderastrea_Mexico_Barshis-Radice_Host_contig04803	
N0.HOG0000046	OG0000009	n34	Siderastrea_Mexico_Barshis-Radice_Host_contig18894	isotig03223_Past
N0.HOG0000047	OG0000009	n35	Siderastrea_Mexico_Barshis-Radice_Host_contig05973, Siderastrea_Mexico_Barshis-Radice_Host_contig13367	isotig05160_Past
N0.HOG0000048	OG0000009	n37	Siderastrea_Mexico_Barshis-Radice_Host_contig14587, Siderastrea_Mexico_Barshis-Radice_Host_contig06647	isotig12509_Past
N0.HOG0000049	OG0000009	n39	Siderastrea_Mexico_Barshis-Radice_Host_contig13490	isotig04856_Past
N0.HOG0000050	OG0000010	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig10432, Siderastrea_Mexico_Barshis-Radice_Host_contig06359, Siderastrea_Mexico_Barshis-Radice_Host_contig04908, Siderastrea_Mexico_Barshis-Radice_Host_contig14060, Siderastrea_Mexico_Barshis-Radice_Host_contig09334, Siderastrea_Mexico_Barshis-Radice_Host_contig09826, Siderastrea_Mexico_Barshis-Radice_Host_contig01325, Siderastrea_Mexico_Barshis-Radice_Host_contig18812, Siderastrea_Mexico_Barshis-Radice_Host_contig11094, Siderastrea_Mexico_Barshis-Radice_Host_contig00040, Siderastrea_Mexico_Barshis-Radice_Host_contig16935, Siderastrea_Mexico_Barshis-Radice_Host_contig17807, Siderastrea_Mexico_Barshis-Radice_Host_contig06452, Siderastrea_Mexico_Barshis-Radice_Host_contig05400, Siderastrea_Mexico_Barshis-Radice_Host_contig07626, Siderastrea_Mexico_Barshis-Radice_Host_contig06254, Siderastrea_Mexico_Barshis-Radice_Host_contig15550, Siderastrea_Mexico_Barshis-Radice_Host_contig18660, Siderastrea_Mexico_Barshis-Radice_Host_contig12504, Siderastrea_Mexico_Barshis-Radice_Host_contig13603, Siderastrea_Mexico_Barshis-Radice_Host_contig19094, Siderastrea_Mexico_Barshis-Radice_Host_contig17912, Siderastrea_Mexico_Barshis-Radice_Host_contig07131, Siderastrea_Mexico_Barshis-Radice_Host_contig12249, Siderastrea_Mexico_Barshis-Radice_Host_contig10215, Siderastrea_Mexico_Barshis-Radice_Host_contig11759, Siderastrea_Mexico_Barshis-Radice_Host_contig05127, Siderastrea_Mexico_Barshis-Radice_Host_contig05336, Siderastrea_Mexico_Barshis-Radice_Host_contig00315, Siderastrea_Mexico_Barshis-Radice_Host_contig08521, Siderastrea_Mexico_Barshis-Radice_Host_contig02909, Siderastrea_Mexico_Barshis-Radice_Host_contig18240, Siderastrea_Mexico_Barshis-Radice_Host_contig04771, Siderastrea_Mexico_Barshis-Radice_Host_contig04813, Siderastrea_Mexico_Barshis-Radice_Host_contig12430, Siderastrea_Mexico_Barshis-Radice_Host_contig10940, Siderastrea_Mexico_Barshis-Radice_Host_contig16761, Siderastrea_Mexico_Barshis-Radice_Host_contig12604, Siderastrea_Mexico_Barshis-Radice_Host_contig11803, Siderastrea_Mexico_Barshis-Radice_Host_contig01357	
N0.HOG0000051	OG0000011	n0	Siderastrea_Mexico_Barshis-Radice_Host_contig18027, Siderastrea_Mexico_Barshis-Radice_Host_contig06755, Siderastrea_Mexico_Barshis-Radice_Host_contig15497, Siderastrea_Mexico_Barshis-Radice_Host_contig00194, Siderastrea_Mexico_Barshis-Radice_Host_contig13687, Siderastrea_Mexico_Barshis-Radice_Host_contig07350, Siderastrea_Mexico_Barshis-Radice_Host_contig00676, Siderastrea_Mexico_Barshis-Radice_Host_contig04997, Siderastrea_Mexico_Barshis-Radice_Host_contig02213, Siderastrea_Mexico_Barshis-Radice_Host_contig17465, Siderastrea_Mexico_Barshis-Radice_Host_contig19053, Siderastrea_Mexico_Barshis-Radice_Host_contig15903, Siderastrea_Mexico_Barshis-Radice_Host_contig05955, Siderastrea_Mexico_Barshis-Radice_Host_contig15570, Siderastrea_Mexico_Barshis-Radice_Host_contig08296, Siderastrea_Mexico_Barshis-Radice_Host_contig00979, Siderastrea_Mexico_Barshis-Radice_Host_contig08556, Siderastrea_Mexico_Barshis-Radice_Host_contig03863, Siderastrea_Mexico_Barshis-Radice_Host_contig07664, Siderastrea_Mexico_Barshis-Radice_Host_contig13876, Siderastrea_Mexico_Barshis-Radice_Host_contig08234, Siderastrea_Mexico_Barshis-Radice_Host_contig05744, Siderastrea_Mexico_Barshis-Radice_Host_contig15672, Siderastrea_Mexico_Barshis-Radice_Host_contig03571, Siderastrea_Mexico_Barshis-Radice_Host_contig10585, Siderastrea_Mexico_Barshis-Radice_Host_contig10840, Siderastrea_Mexico_Barshis-Radice_Host_contig11505, Siderastrea_Mexico_Barshis-Radice_Host_contig06215, Siderastrea_Mexico_Barshis-Radice_Host_contig13133, Siderastrea_Mexico_Barshis-Radice_Host_contig13460, Siderastrea_Mexico_Barshis-Radice_Host_contig07035, Siderastrea_Mexico_Barshis-Radice_Host_contig15623, Siderastrea_Mexico_Barshis-Radice_Host_contig15553, Siderastrea_Mexico_Barshis-Radice_Host_contig15400, Siderastrea_Mexico_Barshis-Radice_Host_contig02692, Siderastrea_Mexico_Barshis-Radice_Host_contig05546, Siderastrea_Mexico_Barshis-Radice_Host_contig00396, Siderastrea_Mexico_Barshis-Radice_Host_contig04874	isotig19694_Past
N0.HOG0000052	OG0000012	n1	Siderastrea_Mexico_Barshis-Radice_Host_contig09480	isotig03294_Past
N0.HOG0000053	OG0000012	n2	Siderastrea_Mexico_Barshis-Radice_Host_contig16975, Siderastrea_Mexico_Barshis-Radice_Host_contig02572, Siderastrea_Mexico_Barshis-Radice_Host_contig14350, Siderastrea_Mexico_Barshis-Radice_Host_contig13486, Siderastrea_Mexico_Barshis-Radice_Host_contig18056, Siderastrea_Mexico_Barshis-Radice_Host_contig08522, Siderastrea_Mexico_Barshis-Radice_Host_contig17926, Siderastrea_Mexico_Barshis-Radice_Host_contig17566, Siderastrea_Mexico_Barshis-Radice_Host_contig13365, Siderastrea_Mexico_Barshis-Radice_Host_contig14544, Siderastrea_Mexico_Barshis-Radice_Host_contig05401, Siderastrea_Mexico_Barshis-Radice_Host_contig01758, Siderastrea_Mexico_Barshis-Radice_Host_contig18868, Siderastrea_Mexico_Barshis-Radice_Host_contig14636, Siderastrea_Mexico_Barshis-Radice_Host_contig08205, Siderastrea_Mexico_Barshis-Radice_Host_contig05612, Siderastrea_Mexico_Barshis-Radice_Host_contig19126, Siderastrea_Mexico_Barshis-Radice_Host_contig07601, Siderastrea_Mexico_Barshis-Radice_Host_contig06018, Siderastrea_Mexico_Barshis-Radice_Host_contig10211, Siderastrea_Mexico_Barshis-Radice_Host_contig18335, Siderastrea_Mexico_Barshis-Radice_Host_contig07110, Siderastrea_Mexico_Barshis-Radice_Host_contig02407, Siderastrea_Mexico_Barshis-Radice_Host_contig07327, Siderastrea_Mexico_Barshis-Radice_Host_contig15928, Siderastrea_Mexico_Barshis-Radice_Host_contig00051, Siderastrea_Mexico_Barshis-Radice_Host_contig18661, Siderastrea_Mexico_Barshis-Radice_Host_contig01219, Siderastrea_Mexico_Barshis-Radice_Host_contig17129, Siderastrea_Mexico_Barshis-Radice_Host_contig05450, Siderastrea_Mexico_Barshis-Radice_Host_contig16458, Siderastrea_Mexico_Barshis-Radice_Host_contig15906, Siderastrea_Mexico_Barshis-Radice_Host_contig11269, Siderastrea_Mexico_Barshis-Radice_Host_contig11199	isotig32582_Past
N0.HOG0000054	OG0000013	n1	Siderastrea_Mexico_Barshis-Radice_Host_contig09373	isotig00026_Past
N0.HOG0000055	OG0000013	n7	Siderastrea_Mexico_Barshis-Radice_Host_contig16829, Siderastrea_Mexico_Barshis-Radice_Host_contig07980, Siderastrea_Mexico_Barshis-Radice_Host_contig04712, Siderastrea_Mexico_Barshis-Radice_Host_contig00556, Siderastrea_Mexico_Barshis-Radice_Host_contig12019, Siderastrea_Mexico_Barshis-Radice_Host_contig00177, Siderastrea_Mexico_Barshis-Radice_Host_contig15767, Siderastrea_Mexico_Barshis-Radice_Host_contig15983, Siderastrea_Mexico_Barshis-Radice_Host_contig18338, Siderastrea_Mexico_Barshis-Radice_Host_contig06358, Siderastrea_Mexico_Barshis-Radice_Host_contig01719, Siderastrea_Mexico_Barshis-Radice_Host_contig08277, Siderastrea_Mexico_Barshis-Radice_Host_contig08330, Siderastrea_Mexico_Barshis-Radice_Host_contig11166, Siderastrea_Mexico_Barshis-Radice_Host_contig13905, Siderastrea_Mexico_Barshis-Radice_Host_contig03231	isotig13452_Past
