Orthogroup	29422_past_LongestContig_suffixed	19222_Sid_GoodCoral_500lnThresh_Final
OG0000009	isotig03223_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18894
OG0000009	isotig05160_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05973, Siderastrea_Mexico_Barshis-Radice_Host_contig13367
OG0000009	isotig12509_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14587, Siderastrea_Mexico_Barshis-Radice_Host_contig06647
OG0000009	isotig04856_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13490
OG0000011	isotig19694_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18027, Siderastrea_Mexico_Barshis-Radice_Host_contig06755, Siderastrea_Mexico_Barshis-Radice_Host_contig15497, Siderastrea_Mexico_Barshis-Radice_Host_contig00194, Siderastrea_Mexico_Barshis-Radice_Host_contig13687, Siderastrea_Mexico_Barshis-Radice_Host_contig07350, Siderastrea_Mexico_Barshis-Radice_Host_contig00676, Siderastrea_Mexico_Barshis-Radice_Host_contig04997, Siderastrea_Mexico_Barshis-Radice_Host_contig02213, Siderastrea_Mexico_Barshis-Radice_Host_contig17465, Siderastrea_Mexico_Barshis-Radice_Host_contig19053, Siderastrea_Mexico_Barshis-Radice_Host_contig15903, Siderastrea_Mexico_Barshis-Radice_Host_contig05955, Siderastrea_Mexico_Barshis-Radice_Host_contig15570, Siderastrea_Mexico_Barshis-Radice_Host_contig08296, Siderastrea_Mexico_Barshis-Radice_Host_contig00979, Siderastrea_Mexico_Barshis-Radice_Host_contig08556, Siderastrea_Mexico_Barshis-Radice_Host_contig03863, Siderastrea_Mexico_Barshis-Radice_Host_contig07664, Siderastrea_Mexico_Barshis-Radice_Host_contig13876, Siderastrea_Mexico_Barshis-Radice_Host_contig08234, Siderastrea_Mexico_Barshis-Radice_Host_contig05744, Siderastrea_Mexico_Barshis-Radice_Host_contig15672, Siderastrea_Mexico_Barshis-Radice_Host_contig03571, Siderastrea_Mexico_Barshis-Radice_Host_contig10585, Siderastrea_Mexico_Barshis-Radice_Host_contig10840, Siderastrea_Mexico_Barshis-Radice_Host_contig11505, Siderastrea_Mexico_Barshis-Radice_Host_contig06215, Siderastrea_Mexico_Barshis-Radice_Host_contig13133, Siderastrea_Mexico_Barshis-Radice_Host_contig13460, Siderastrea_Mexico_Barshis-Radice_Host_contig07035, Siderastrea_Mexico_Barshis-Radice_Host_contig15623, Siderastrea_Mexico_Barshis-Radice_Host_contig15553, Siderastrea_Mexico_Barshis-Radice_Host_contig15400, Siderastrea_Mexico_Barshis-Radice_Host_contig02692, Siderastrea_Mexico_Barshis-Radice_Host_contig05546, Siderastrea_Mexico_Barshis-Radice_Host_contig00396, Siderastrea_Mexico_Barshis-Radice_Host_contig04874
OG0000012	isotig03294_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09480
OG0000012	isotig32582_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16975, Siderastrea_Mexico_Barshis-Radice_Host_contig02572, Siderastrea_Mexico_Barshis-Radice_Host_contig14350, Siderastrea_Mexico_Barshis-Radice_Host_contig13486, Siderastrea_Mexico_Barshis-Radice_Host_contig18056, Siderastrea_Mexico_Barshis-Radice_Host_contig08522, Siderastrea_Mexico_Barshis-Radice_Host_contig17926, Siderastrea_Mexico_Barshis-Radice_Host_contig17566, Siderastrea_Mexico_Barshis-Radice_Host_contig13365, Siderastrea_Mexico_Barshis-Radice_Host_contig14544, Siderastrea_Mexico_Barshis-Radice_Host_contig05401, Siderastrea_Mexico_Barshis-Radice_Host_contig01758, Siderastrea_Mexico_Barshis-Radice_Host_contig18868, Siderastrea_Mexico_Barshis-Radice_Host_contig14636, Siderastrea_Mexico_Barshis-Radice_Host_contig08205, Siderastrea_Mexico_Barshis-Radice_Host_contig05612, Siderastrea_Mexico_Barshis-Radice_Host_contig19126, Siderastrea_Mexico_Barshis-Radice_Host_contig07601, Siderastrea_Mexico_Barshis-Radice_Host_contig06018, Siderastrea_Mexico_Barshis-Radice_Host_contig10211, Siderastrea_Mexico_Barshis-Radice_Host_contig18335, Siderastrea_Mexico_Barshis-Radice_Host_contig07110, Siderastrea_Mexico_Barshis-Radice_Host_contig02407, Siderastrea_Mexico_Barshis-Radice_Host_contig07327, Siderastrea_Mexico_Barshis-Radice_Host_contig15928, Siderastrea_Mexico_Barshis-Radice_Host_contig00051, Siderastrea_Mexico_Barshis-Radice_Host_contig18661, Siderastrea_Mexico_Barshis-Radice_Host_contig01219, Siderastrea_Mexico_Barshis-Radice_Host_contig17129, Siderastrea_Mexico_Barshis-Radice_Host_contig05450, Siderastrea_Mexico_Barshis-Radice_Host_contig16458, Siderastrea_Mexico_Barshis-Radice_Host_contig15906, Siderastrea_Mexico_Barshis-Radice_Host_contig11269, Siderastrea_Mexico_Barshis-Radice_Host_contig11199
OG0000013	isotig00026_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09373
OG0000013	isotig13452_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16829, Siderastrea_Mexico_Barshis-Radice_Host_contig07980, Siderastrea_Mexico_Barshis-Radice_Host_contig04712, Siderastrea_Mexico_Barshis-Radice_Host_contig00556, Siderastrea_Mexico_Barshis-Radice_Host_contig12019, Siderastrea_Mexico_Barshis-Radice_Host_contig00177, Siderastrea_Mexico_Barshis-Radice_Host_contig15767, Siderastrea_Mexico_Barshis-Radice_Host_contig15983, Siderastrea_Mexico_Barshis-Radice_Host_contig18338, Siderastrea_Mexico_Barshis-Radice_Host_contig06358, Siderastrea_Mexico_Barshis-Radice_Host_contig01719, Siderastrea_Mexico_Barshis-Radice_Host_contig08277, Siderastrea_Mexico_Barshis-Radice_Host_contig08330, Siderastrea_Mexico_Barshis-Radice_Host_contig11166, Siderastrea_Mexico_Barshis-Radice_Host_contig13905, Siderastrea_Mexico_Barshis-Radice_Host_contig03231
OG0000013	GE914850_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07795, Siderastrea_Mexico_Barshis-Radice_Host_contig08400, Siderastrea_Mexico_Barshis-Radice_Host_contig02466
OG0000013	isotig11403_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01597, Siderastrea_Mexico_Barshis-Radice_Host_contig03847, Siderastrea_Mexico_Barshis-Radice_Host_contig12971
OG0000013	isotig06771_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04016
OG0000013	isotig08409_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18126
OG0000014	isotig03096_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03877
OG0000014	isotig04125_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18872, Siderastrea_Mexico_Barshis-Radice_Host_contig05161, Siderastrea_Mexico_Barshis-Radice_Host_contig07810, Siderastrea_Mexico_Barshis-Radice_Host_contig08110, Siderastrea_Mexico_Barshis-Radice_Host_contig03346, Siderastrea_Mexico_Barshis-Radice_Host_contig07838, Siderastrea_Mexico_Barshis-Radice_Host_contig02153, Siderastrea_Mexico_Barshis-Radice_Host_contig15367, Siderastrea_Mexico_Barshis-Radice_Host_contig14552, Siderastrea_Mexico_Barshis-Radice_Host_contig02537, Siderastrea_Mexico_Barshis-Radice_Host_contig14876, Siderastrea_Mexico_Barshis-Radice_Host_contig16503, Siderastrea_Mexico_Barshis-Radice_Host_contig08954, Siderastrea_Mexico_Barshis-Radice_Host_contig10719, Siderastrea_Mexico_Barshis-Radice_Host_contig17869, Siderastrea_Mexico_Barshis-Radice_Host_contig01333, Siderastrea_Mexico_Barshis-Radice_Host_contig10183, Siderastrea_Mexico_Barshis-Radice_Host_contig06388, Siderastrea_Mexico_Barshis-Radice_Host_contig17006, Siderastrea_Mexico_Barshis-Radice_Host_contig00733, Siderastrea_Mexico_Barshis-Radice_Host_contig12236, Siderastrea_Mexico_Barshis-Radice_Host_contig03136, Siderastrea_Mexico_Barshis-Radice_Host_contig02576, Siderastrea_Mexico_Barshis-Radice_Host_contig01814, Siderastrea_Mexico_Barshis-Radice_Host_contig01439, Siderastrea_Mexico_Barshis-Radice_Host_contig03105, Siderastrea_Mexico_Barshis-Radice_Host_contig02923, Siderastrea_Mexico_Barshis-Radice_Host_contig05240, Siderastrea_Mexico_Barshis-Radice_Host_contig07854, Siderastrea_Mexico_Barshis-Radice_Host_contig09441
OG0000016	GE913312_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03098, Siderastrea_Mexico_Barshis-Radice_Host_contig16046, Siderastrea_Mexico_Barshis-Radice_Host_contig18658
OG0000016	isotig09956_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11898, Siderastrea_Mexico_Barshis-Radice_Host_contig14362, Siderastrea_Mexico_Barshis-Radice_Host_contig05954, Siderastrea_Mexico_Barshis-Radice_Host_contig03404, Siderastrea_Mexico_Barshis-Radice_Host_contig00890, Siderastrea_Mexico_Barshis-Radice_Host_contig15051, Siderastrea_Mexico_Barshis-Radice_Host_contig10887, Siderastrea_Mexico_Barshis-Radice_Host_contig11498, Siderastrea_Mexico_Barshis-Radice_Host_contig00223, Siderastrea_Mexico_Barshis-Radice_Host_contig01651, Siderastrea_Mexico_Barshis-Radice_Host_contig09236, Siderastrea_Mexico_Barshis-Radice_Host_contig02378, Siderastrea_Mexico_Barshis-Radice_Host_contig09922, Siderastrea_Mexico_Barshis-Radice_Host_contig15496, Siderastrea_Mexico_Barshis-Radice_Host_contig17646, Siderastrea_Mexico_Barshis-Radice_Host_contig08679, Siderastrea_Mexico_Barshis-Radice_Host_contig14074, Siderastrea_Mexico_Barshis-Radice_Host_contig10967, Siderastrea_Mexico_Barshis-Radice_Host_contig13182, Siderastrea_Mexico_Barshis-Radice_Host_contig09807, Siderastrea_Mexico_Barshis-Radice_Host_contig04123, Siderastrea_Mexico_Barshis-Radice_Host_contig09553, Siderastrea_Mexico_Barshis-Radice_Host_contig19217, Siderastrea_Mexico_Barshis-Radice_Host_contig09036, Siderastrea_Mexico_Barshis-Radice_Host_contig16000, Siderastrea_Mexico_Barshis-Radice_Host_contig05898
OG0000017	isotig22170_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07969
OG0000017	isotig04542_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18950, Siderastrea_Mexico_Barshis-Radice_Host_contig02607, Siderastrea_Mexico_Barshis-Radice_Host_contig08409, Siderastrea_Mexico_Barshis-Radice_Host_contig10339, Siderastrea_Mexico_Barshis-Radice_Host_contig17149, Siderastrea_Mexico_Barshis-Radice_Host_contig11017, Siderastrea_Mexico_Barshis-Radice_Host_contig13979, Siderastrea_Mexico_Barshis-Radice_Host_contig07344, Siderastrea_Mexico_Barshis-Radice_Host_contig16919, Siderastrea_Mexico_Barshis-Radice_Host_contig07521, Siderastrea_Mexico_Barshis-Radice_Host_contig07801, Siderastrea_Mexico_Barshis-Radice_Host_contig02319, Siderastrea_Mexico_Barshis-Radice_Host_contig07612, Siderastrea_Mexico_Barshis-Radice_Host_contig03682, Siderastrea_Mexico_Barshis-Radice_Host_contig03740, Siderastrea_Mexico_Barshis-Radice_Host_contig03978, Siderastrea_Mexico_Barshis-Radice_Host_contig06431, Siderastrea_Mexico_Barshis-Radice_Host_contig00320, Siderastrea_Mexico_Barshis-Radice_Host_contig16640, Siderastrea_Mexico_Barshis-Radice_Host_contig01983, Siderastrea_Mexico_Barshis-Radice_Host_contig11903, Siderastrea_Mexico_Barshis-Radice_Host_contig12544, Siderastrea_Mexico_Barshis-Radice_Host_contig15875, Siderastrea_Mexico_Barshis-Radice_Host_contig16133, Siderastrea_Mexico_Barshis-Radice_Host_contig16592, Siderastrea_Mexico_Barshis-Radice_Host_contig09249, Siderastrea_Mexico_Barshis-Radice_Host_contig08890, Siderastrea_Mexico_Barshis-Radice_Host_contig07745
OG0000023	isotig06324_Past, isotig20976_Past, isotig02838_Past, isotig05376_Past, isotig28006_Past, isotig03267_Past, isotig31695_Past, GE909869_Past, isotig10871_Past, GE916320_Past, GE908896_Past, isotig18805_Past, isotig30405_Past, isotig15611_Past, isotig05173_Past, isotig13698_Past, isotig08555_Past, isotig28245_Past, isotig18407_Past, isotig15970_Past, isotig04072_Past, isotig04866_Past, isotig13968_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14754
OG0000025	isotig08442_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15940, Siderastrea_Mexico_Barshis-Radice_Host_contig01618, Siderastrea_Mexico_Barshis-Radice_Host_contig12172, Siderastrea_Mexico_Barshis-Radice_Host_contig08461, Siderastrea_Mexico_Barshis-Radice_Host_contig07537, Siderastrea_Mexico_Barshis-Radice_Host_contig13623, Siderastrea_Mexico_Barshis-Radice_Host_contig07003, Siderastrea_Mexico_Barshis-Radice_Host_contig10442, Siderastrea_Mexico_Barshis-Radice_Host_contig12932, Siderastrea_Mexico_Barshis-Radice_Host_contig01318, Siderastrea_Mexico_Barshis-Radice_Host_contig11615, Siderastrea_Mexico_Barshis-Radice_Host_contig11679, Siderastrea_Mexico_Barshis-Radice_Host_contig05259, Siderastrea_Mexico_Barshis-Radice_Host_contig09314, Siderastrea_Mexico_Barshis-Radice_Host_contig04760, Siderastrea_Mexico_Barshis-Radice_Host_contig07163, Siderastrea_Mexico_Barshis-Radice_Host_contig08851, Siderastrea_Mexico_Barshis-Radice_Host_contig13242, Siderastrea_Mexico_Barshis-Radice_Host_contig12435, Siderastrea_Mexico_Barshis-Radice_Host_contig14335, Siderastrea_Mexico_Barshis-Radice_Host_contig01916, Siderastrea_Mexico_Barshis-Radice_Host_contig10934
OG0000028	isotig18043_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16842, Siderastrea_Mexico_Barshis-Radice_Host_contig16466
OG0000028	isotig16809_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03323, Siderastrea_Mexico_Barshis-Radice_Host_contig02088, Siderastrea_Mexico_Barshis-Radice_Host_contig10889, Siderastrea_Mexico_Barshis-Radice_Host_contig07919, Siderastrea_Mexico_Barshis-Radice_Host_contig15065, Siderastrea_Mexico_Barshis-Radice_Host_contig03181, Siderastrea_Mexico_Barshis-Radice_Host_contig06690, Siderastrea_Mexico_Barshis-Radice_Host_contig11118, Siderastrea_Mexico_Barshis-Radice_Host_contig17693, Siderastrea_Mexico_Barshis-Radice_Host_contig00444, Siderastrea_Mexico_Barshis-Radice_Host_contig06430, Siderastrea_Mexico_Barshis-Radice_Host_contig09793, Siderastrea_Mexico_Barshis-Radice_Host_contig01828, Siderastrea_Mexico_Barshis-Radice_Host_contig13385, Siderastrea_Mexico_Barshis-Radice_Host_contig17393, Siderastrea_Mexico_Barshis-Radice_Host_contig05452, Siderastrea_Mexico_Barshis-Radice_Host_contig07460
OG0000032	isotig14429_Past, isotig29798_Past, isotig00617_Past, isotig28216_Past, isotig21112_Past, isotig02140_Past, isotig01408_Past, isotig17740_Past, isotig23029_Past, isotig28178_Past, isotig16295_Past, isotig15086_Past, isotig25270_Past, isotig16707_Past, isotig09351_Past, isotig30064_Past, isotig11076_Past, isotig21606_Past, isotig15381_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04697
OG0000035	isotig11352_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07046
OG0000035	isotig01072_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13035
OG0000035	isotig16385_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04680, Siderastrea_Mexico_Barshis-Radice_Host_contig06124, Siderastrea_Mexico_Barshis-Radice_Host_contig09322, Siderastrea_Mexico_Barshis-Radice_Host_contig04666, Siderastrea_Mexico_Barshis-Radice_Host_contig00108
OG0000035	isotig16880_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15163, Siderastrea_Mexico_Barshis-Radice_Host_contig17290, Siderastrea_Mexico_Barshis-Radice_Host_contig14174, Siderastrea_Mexico_Barshis-Radice_Host_contig10348, Siderastrea_Mexico_Barshis-Radice_Host_contig10089, Siderastrea_Mexico_Barshis-Radice_Host_contig00012, Siderastrea_Mexico_Barshis-Radice_Host_contig17735, Siderastrea_Mexico_Barshis-Radice_Host_contig07315
OG0000036	GE906966_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03677, Siderastrea_Mexico_Barshis-Radice_Host_contig13680, Siderastrea_Mexico_Barshis-Radice_Host_contig17501, Siderastrea_Mexico_Barshis-Radice_Host_contig07999, Siderastrea_Mexico_Barshis-Radice_Host_contig16142, Siderastrea_Mexico_Barshis-Radice_Host_contig02911, Siderastrea_Mexico_Barshis-Radice_Host_contig14254, Siderastrea_Mexico_Barshis-Radice_Host_contig05204, Siderastrea_Mexico_Barshis-Radice_Host_contig14360, Siderastrea_Mexico_Barshis-Radice_Host_contig14018, Siderastrea_Mexico_Barshis-Radice_Host_contig16776, Siderastrea_Mexico_Barshis-Radice_Host_contig09465, Siderastrea_Mexico_Barshis-Radice_Host_contig01730, Siderastrea_Mexico_Barshis-Radice_Host_contig08527, Siderastrea_Mexico_Barshis-Radice_Host_contig15775, Siderastrea_Mexico_Barshis-Radice_Host_contig00147, Siderastrea_Mexico_Barshis-Radice_Host_contig18292, Siderastrea_Mexico_Barshis-Radice_Host_contig13637
OG0000037	isotig23159_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04439, Siderastrea_Mexico_Barshis-Radice_Host_contig07228, Siderastrea_Mexico_Barshis-Radice_Host_contig06666, Siderastrea_Mexico_Barshis-Radice_Host_contig12556, Siderastrea_Mexico_Barshis-Radice_Host_contig17528, Siderastrea_Mexico_Barshis-Radice_Host_contig08278, Siderastrea_Mexico_Barshis-Radice_Host_contig00578, Siderastrea_Mexico_Barshis-Radice_Host_contig09429, Siderastrea_Mexico_Barshis-Radice_Host_contig11793, Siderastrea_Mexico_Barshis-Radice_Host_contig13392, Siderastrea_Mexico_Barshis-Radice_Host_contig13589, Siderastrea_Mexico_Barshis-Radice_Host_contig16693, Siderastrea_Mexico_Barshis-Radice_Host_contig02676, Siderastrea_Mexico_Barshis-Radice_Host_contig12913, Siderastrea_Mexico_Barshis-Radice_Host_contig02441, Siderastrea_Mexico_Barshis-Radice_Host_contig14301, Siderastrea_Mexico_Barshis-Radice_Host_contig10651
OG0000038	isotig28014_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15579, Siderastrea_Mexico_Barshis-Radice_Host_contig00039, Siderastrea_Mexico_Barshis-Radice_Host_contig18211
OG0000038	isotig16077_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03399, Siderastrea_Mexico_Barshis-Radice_Host_contig01394, Siderastrea_Mexico_Barshis-Radice_Host_contig11382
OG0000038	GE909450_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14493, Siderastrea_Mexico_Barshis-Radice_Host_contig16450, Siderastrea_Mexico_Barshis-Radice_Host_contig02746, Siderastrea_Mexico_Barshis-Radice_Host_contig12067, Siderastrea_Mexico_Barshis-Radice_Host_contig13895, Siderastrea_Mexico_Barshis-Radice_Host_contig13362, Siderastrea_Mexico_Barshis-Radice_Host_contig13305, Siderastrea_Mexico_Barshis-Radice_Host_contig10772
OG0000039	isotig04879_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15776, Siderastrea_Mexico_Barshis-Radice_Host_contig00899, Siderastrea_Mexico_Barshis-Radice_Host_contig10326, Siderastrea_Mexico_Barshis-Radice_Host_contig05730, Siderastrea_Mexico_Barshis-Radice_Host_contig11055, Siderastrea_Mexico_Barshis-Radice_Host_contig12617, Siderastrea_Mexico_Barshis-Radice_Host_contig13448, Siderastrea_Mexico_Barshis-Radice_Host_contig07299, Siderastrea_Mexico_Barshis-Radice_Host_contig18781, Siderastrea_Mexico_Barshis-Radice_Host_contig12849, Siderastrea_Mexico_Barshis-Radice_Host_contig12897, Siderastrea_Mexico_Barshis-Radice_Host_contig00850, Siderastrea_Mexico_Barshis-Radice_Host_contig14604, Siderastrea_Mexico_Barshis-Radice_Host_contig12685, Siderastrea_Mexico_Barshis-Radice_Host_contig07757, Siderastrea_Mexico_Barshis-Radice_Host_contig17640
OG0000040	isotig01934_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09313, Siderastrea_Mexico_Barshis-Radice_Host_contig08226, Siderastrea_Mexico_Barshis-Radice_Host_contig17811, Siderastrea_Mexico_Barshis-Radice_Host_contig06983, Siderastrea_Mexico_Barshis-Radice_Host_contig01743, Siderastrea_Mexico_Barshis-Radice_Host_contig05802, Siderastrea_Mexico_Barshis-Radice_Host_contig05361, Siderastrea_Mexico_Barshis-Radice_Host_contig16293, Siderastrea_Mexico_Barshis-Radice_Host_contig08425, Siderastrea_Mexico_Barshis-Radice_Host_contig16307, Siderastrea_Mexico_Barshis-Radice_Host_contig12189, Siderastrea_Mexico_Barshis-Radice_Host_contig14207, Siderastrea_Mexico_Barshis-Radice_Host_contig18397, Siderastrea_Mexico_Barshis-Radice_Host_contig10515, Siderastrea_Mexico_Barshis-Radice_Host_contig14818, Siderastrea_Mexico_Barshis-Radice_Host_contig10520
OG0000041	isotig03676_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05409, Siderastrea_Mexico_Barshis-Radice_Host_contig07859, Siderastrea_Mexico_Barshis-Radice_Host_contig15319, Siderastrea_Mexico_Barshis-Radice_Host_contig12792, Siderastrea_Mexico_Barshis-Radice_Host_contig05312, Siderastrea_Mexico_Barshis-Radice_Host_contig13501, Siderastrea_Mexico_Barshis-Radice_Host_contig14803, Siderastrea_Mexico_Barshis-Radice_Host_contig03443, Siderastrea_Mexico_Barshis-Radice_Host_contig06818
OG0000041	isotig31360_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09030, Siderastrea_Mexico_Barshis-Radice_Host_contig05099, Siderastrea_Mexico_Barshis-Radice_Host_contig05832, Siderastrea_Mexico_Barshis-Radice_Host_contig15198, Siderastrea_Mexico_Barshis-Radice_Host_contig11986, Siderastrea_Mexico_Barshis-Radice_Host_contig14979
OG0000043	isotig11493_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10897
OG0000043	isotig24618_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00878, Siderastrea_Mexico_Barshis-Radice_Host_contig13475, Siderastrea_Mexico_Barshis-Radice_Host_contig03093, Siderastrea_Mexico_Barshis-Radice_Host_contig04518, Siderastrea_Mexico_Barshis-Radice_Host_contig09953, Siderastrea_Mexico_Barshis-Radice_Host_contig11190, Siderastrea_Mexico_Barshis-Radice_Host_contig18346, Siderastrea_Mexico_Barshis-Radice_Host_contig03230, Siderastrea_Mexico_Barshis-Radice_Host_contig07307, Siderastrea_Mexico_Barshis-Radice_Host_contig10907, Siderastrea_Mexico_Barshis-Radice_Host_contig17181, Siderastrea_Mexico_Barshis-Radice_Host_contig09222, Siderastrea_Mexico_Barshis-Radice_Host_contig12285
