"","orthogroup","gene_Sid","isotig"
"N0.HOG0002819","N0.HOG0002819","Siderastrea_Mexico_Barshis-Radice_Host_contig11572","isotig20131_Past"
"N0.HOG0002820","N0.HOG0002820","Siderastrea_Mexico_Barshis-Radice_Host_contig17834","isotig06930_Past"
"N0.HOG0002822","N0.HOG0002822","Siderastrea_Mexico_Barshis-Radice_Host_contig02595","isotig00446_Past"
"N0.HOG0002824","N0.HOG0002824","Siderastrea_Mexico_Barshis-Radice_Host_contig02597","isotig05797_Past"
"N0.HOG0002825","N0.HOG0002825","Siderastrea_Mexico_Barshis-Radice_Host_contig01326","isotig20597_Past"
"N0.HOG0002827","N0.HOG0002827","Siderastrea_Mexico_Barshis-Radice_Host_contig01320","isotig03388_Past"
"N0.HOG0002829","N0.HOG0002829","Siderastrea_Mexico_Barshis-Radice_Host_contig04745","isotig01118_Past"
"N0.HOG0002830","N0.HOG0002830","Siderastrea_Mexico_Barshis-Radice_Host_contig05206","GCKDGN103FSBIQ_Past"
"N0.HOG0002832","N0.HOG0002832","Siderastrea_Mexico_Barshis-Radice_Host_contig09982","isotig06868_Past"
"N0.HOG0002834","N0.HOG0002834","Siderastrea_Mexico_Barshis-Radice_Host_contig04293","isotig21704_Past"
"N0.HOG0002835","N0.HOG0002835","Siderastrea_Mexico_Barshis-Radice_Host_contig08435","isotig03132_Past"
"N0.HOG0002836","N0.HOG0002836","Siderastrea_Mexico_Barshis-Radice_Host_contig08437","GCKDGN103F9ONJ_Past"
"N0.HOG0002837","N0.HOG0002837","Siderastrea_Mexico_Barshis-Radice_Host_contig10560","isotig05181_Past"
"N0.HOG0002839","N0.HOG0002839","Siderastrea_Mexico_Barshis-Radice_Host_contig05165","isotig23549_Past"
"N0.HOG0002840","N0.HOG0002840","Siderastrea_Mexico_Barshis-Radice_Host_contig05160","isotig05221_Past"
"N0.HOG0002841","N0.HOG0002841","Siderastrea_Mexico_Barshis-Radice_Host_contig07982","isotig21952_Past"
"N0.HOG0002843","N0.HOG0002843","Siderastrea_Mexico_Barshis-Radice_Host_contig04859","isotig13546_Past"
"N0.HOG0002845","N0.HOG0002845","Siderastrea_Mexico_Barshis-Radice_Host_contig17649","isotig14416_Past"
"N0.HOG0002846","N0.HOG0002846","Siderastrea_Mexico_Barshis-Radice_Host_contig17647","isotig17518_Past"
"N0.HOG0002848","N0.HOG0002848","Siderastrea_Mexico_Barshis-Radice_Host_contig07176","GCKDGN101BB95I_Past"
"N0.HOG0002849","N0.HOG0002849","Siderastrea_Mexico_Barshis-Radice_Host_contig12074","isotig30056_Past"
"N0.HOG0002850","N0.HOG0002850","Siderastrea_Mexico_Barshis-Radice_Host_contig03743","isotig13771_Past"
"N0.HOG0002852","N0.HOG0002852","Siderastrea_Mexico_Barshis-Radice_Host_contig16518","isotig03243_Past"
"N0.HOG0002854","N0.HOG0002854","Siderastrea_Mexico_Barshis-Radice_Host_contig01570","isotig28565_Past"
"N0.HOG0002855","N0.HOG0002855","Siderastrea_Mexico_Barshis-Radice_Host_contig07402","isotig18183_Past"
"N0.HOG0002857","N0.HOG0002857","Siderastrea_Mexico_Barshis-Radice_Host_contig03359","isotig16357_Past"
"N0.HOG0002859","N0.HOG0002859","Siderastrea_Mexico_Barshis-Radice_Host_contig04176","isotig26372_Past"
"N0.HOG0002860","N0.HOG0002860","Siderastrea_Mexico_Barshis-Radice_Host_contig18753","isotig14408_Past"
"N0.HOG0002861","N0.HOG0002861","Siderastrea_Mexico_Barshis-Radice_Host_contig18766","isotig15919_Past"
"N0.HOG0002862","N0.HOG0002862","Siderastrea_Mexico_Barshis-Radice_Host_contig18762","isotig08576_Past"
"N0.HOG0002863","N0.HOG0002863","Siderastrea_Mexico_Barshis-Radice_Host_contig09806","GCKDGN102EDJSY_Past"
"N0.HOG0002864","N0.HOG0002864","Siderastrea_Mexico_Barshis-Radice_Host_contig15693","isotig06926_Past"
"N0.HOG0002865","N0.HOG0002865","Siderastrea_Mexico_Barshis-Radice_Host_contig18589","isotig21153_Past"
"N0.HOG0002866","N0.HOG0002866","Siderastrea_Mexico_Barshis-Radice_Host_contig18587","GCKDGN101BX3GP_Past"
"N0.HOG0002868","N0.HOG0002868","Siderastrea_Mexico_Barshis-Radice_Host_contig06611","isotig03289_Past"
"N0.HOG0002869","N0.HOG0002869","Siderastrea_Mexico_Barshis-Radice_Host_contig15528","isotig06205_Past"
"N0.HOG0002870","N0.HOG0002870","Siderastrea_Mexico_Barshis-Radice_Host_contig08631","isotig03356_Past"
"N0.HOG0002871","N0.HOG0002871","Siderastrea_Mexico_Barshis-Radice_Host_contig16358","isotig05395_Past"
"N0.HOG0002872","N0.HOG0002872","Siderastrea_Mexico_Barshis-Radice_Host_contig01574","GCKDGN102EN0MG_Past"
"N0.HOG0002873","N0.HOG0002873","Siderastrea_Mexico_Barshis-Radice_Host_contig15971","isotig12281_Past"
"N0.HOG0002874","N0.HOG0002874","Siderastrea_Mexico_Barshis-Radice_Host_contig06058","isotig05720_Past"
"N0.HOG0002875","N0.HOG0002875","Siderastrea_Mexico_Barshis-Radice_Host_contig06057","GCKDGN103F660J_Past"
"N0.HOG0002876","N0.HOG0002876","Siderastrea_Mexico_Barshis-Radice_Host_contig13206","isotig09241_Past"
"N0.HOG0002878","N0.HOG0002878","Siderastrea_Mexico_Barshis-Radice_Host_contig01494","isotig03324_Past"
"N0.HOG0002879","N0.HOG0002879","Siderastrea_Mexico_Barshis-Radice_Host_contig14780","isotig06983_Past"
"N0.HOG0002880","N0.HOG0002880","Siderastrea_Mexico_Barshis-Radice_Host_contig17584","isotig09433_Past"
"N0.HOG0002884","N0.HOG0002884","Siderastrea_Mexico_Barshis-Radice_Host_contig10603","isotig05862_Past"
"N0.HOG0002885","N0.HOG0002885","Siderastrea_Mexico_Barshis-Radice_Host_contig14852","isotig10705_Past"
"N0.HOG0002886","N0.HOG0002886","Siderastrea_Mexico_Barshis-Radice_Host_contig14850","isotig04457_Past"
"N0.HOG0002889","N0.HOG0002889","Siderastrea_Mexico_Barshis-Radice_Host_contig07611","isotig03911_Past"
"N0.HOG0002890","N0.HOG0002890","Siderastrea_Mexico_Barshis-Radice_Host_contig07092","GCKDGN102E2C80_Past"
"N0.HOG0002891","N0.HOG0002891","Siderastrea_Mexico_Barshis-Radice_Host_contig07097","isotig13598_Past"
"N0.HOG0002893","N0.HOG0002893","Siderastrea_Mexico_Barshis-Radice_Host_contig15323","isotig01054_Past"
"N0.HOG0002894","N0.HOG0002894","Siderastrea_Mexico_Barshis-Radice_Host_contig14453","isotig17493_Past"
"N0.HOG0002895","N0.HOG0002895","Siderastrea_Mexico_Barshis-Radice_Host_contig15060","isotig17621_Past"
"N0.HOG0002897","N0.HOG0002897","Siderastrea_Mexico_Barshis-Radice_Host_contig05143","isotig11200_Past"
"N0.HOG0002898","N0.HOG0002898","Siderastrea_Mexico_Barshis-Radice_Host_contig15900","isotig14792_Past"
"N0.HOG0002899","N0.HOG0002899","Siderastrea_Mexico_Barshis-Radice_Host_contig03564","isotig14735_Past"
"N0.HOG0002900","N0.HOG0002900","Siderastrea_Mexico_Barshis-Radice_Host_contig05631","isotig10174_Past"
"N0.HOG0002901","N0.HOG0002901","Siderastrea_Mexico_Barshis-Radice_Host_contig01705","isotig06975_Past"
"N0.HOG0002903","N0.HOG0002903","Siderastrea_Mexico_Barshis-Radice_Host_contig08938","GCKDGN102DY604_Past"
"N0.HOG0002904","N0.HOG0002904","Siderastrea_Mexico_Barshis-Radice_Host_contig01642","isotig08481_Past"
"N0.HOG0002907","N0.HOG0002907","Siderastrea_Mexico_Barshis-Radice_Host_contig16843","isotig17316_Past"
"N0.HOG0002908","N0.HOG0002908","Siderastrea_Mexico_Barshis-Radice_Host_contig16840","isotig25414_Past"
"N0.HOG0002909","N0.HOG0002909","Siderastrea_Mexico_Barshis-Radice_Host_contig16846","isotig03608_Past"
"N0.HOG0002910","N0.HOG0002910","Siderastrea_Mexico_Barshis-Radice_Host_contig18249","isotig12161_Past"
"N0.HOG0002911","N0.HOG0002911","Siderastrea_Mexico_Barshis-Radice_Host_contig11747","isotig30814_Past"
"N0.HOG0002912","N0.HOG0002912","Siderastrea_Mexico_Barshis-Radice_Host_contig16161","GCKDGN103GXD3B_Past"
"N0.HOG0002913","N0.HOG0002913","Siderastrea_Mexico_Barshis-Radice_Host_contig14510","isotig03788_Past"
"N0.HOG0002915","N0.HOG0002915","Siderastrea_Mexico_Barshis-Radice_Host_contig09531","isotig09033_Past"
"N0.HOG0002916","N0.HOG0002916","Siderastrea_Mexico_Barshis-Radice_Host_contig12090","GCKDGN102C7ENM_Past"
"N0.HOG0002918","N0.HOG0002918","Siderastrea_Mexico_Barshis-Radice_Host_contig07396","isotig03413_Past"
"N0.HOG0002920","N0.HOG0002920","Siderastrea_Mexico_Barshis-Radice_Host_contig08840","isotig09993_Past"
"N0.HOG0002923","N0.HOG0002923","Siderastrea_Mexico_Barshis-Radice_Host_contig13051","isotig10666_Past"
"N0.HOG0002924","N0.HOG0002924","Siderastrea_Mexico_Barshis-Radice_Host_contig05823","isotig02850_Past"
"N0.HOG0002926","N0.HOG0002926","Siderastrea_Mexico_Barshis-Radice_Host_contig12836","isotig05090_Past"
"N0.HOG0002928","N0.HOG0002928","Siderastrea_Mexico_Barshis-Radice_Host_contig13919","isotig23831_Past"
"N0.HOG0002929","N0.HOG0002929","Siderastrea_Mexico_Barshis-Radice_Host_contig17217","isotig02470_Past"
"N0.HOG0002930","N0.HOG0002930","Siderastrea_Mexico_Barshis-Radice_Host_contig18039","isotig01176_Past"
"N0.HOG0002931","N0.HOG0002931","Siderastrea_Mexico_Barshis-Radice_Host_contig18038","isotig07711_Past"
"N0.HOG0002933","N0.HOG0002933","Siderastrea_Mexico_Barshis-Radice_Host_contig18745","GCKDGN102E1CX4_Past"
"N0.HOG0002934","N0.HOG0002934","Siderastrea_Mexico_Barshis-Radice_Host_contig09393","isotig24302_Past"
"N0.HOG0002936","N0.HOG0002936","Siderastrea_Mexico_Barshis-Radice_Host_contig09494","isotig01532_Past"
"N0.HOG0002937","N0.HOG0002937","Siderastrea_Mexico_Barshis-Radice_Host_contig06424","isotig03545_Past"
"N0.HOG0002939","N0.HOG0002939","Siderastrea_Mexico_Barshis-Radice_Host_contig10069","GCKDGN103G5K0S_Past"
"N0.HOG0002941","N0.HOG0002941","Siderastrea_Mexico_Barshis-Radice_Host_contig00707","isotig22577_Past"
"N0.HOG0002942","N0.HOG0002942","Siderastrea_Mexico_Barshis-Radice_Host_contig18706","isotig18526_Past"
"N0.HOG0002944","N0.HOG0002944","Siderastrea_Mexico_Barshis-Radice_Host_contig16085","isotig05900_Past"
"N0.HOG0002946","N0.HOG0002946","Siderastrea_Mexico_Barshis-Radice_Host_contig13267","isotig10386_Past"
"N0.HOG0002947","N0.HOG0002947","Siderastrea_Mexico_Barshis-Radice_Host_contig15435","GCKDGN102D8QDD_Past"
"N0.HOG0002949","N0.HOG0002949","Siderastrea_Mexico_Barshis-Radice_Host_contig11680","isotig04120_Past"
"N0.HOG0002950","N0.HOG0002950","Siderastrea_Mexico_Barshis-Radice_Host_contig05531","GCKDGN103FY9JA_Past"
"N0.HOG0002951","N0.HOG0002951","Siderastrea_Mexico_Barshis-Radice_Host_contig02084","isotig07546_Past"
"N0.HOG0002952","N0.HOG0002952","Siderastrea_Mexico_Barshis-Radice_Host_contig16659","GCKDGN103HKJLF_Past"
"N0.HOG0002955","N0.HOG0002955","Siderastrea_Mexico_Barshis-Radice_Host_contig15965","isotig05795_Past"
"N0.HOG0002956","N0.HOG0002956","Siderastrea_Mexico_Barshis-Radice_Host_contig11539","isotig09875_Past"
"N0.HOG0002957","N0.HOG0002957","Siderastrea_Mexico_Barshis-Radice_Host_contig12134","GCKDGN101ANFBG_Past"
"N0.HOG0002958","N0.HOG0002958","Siderastrea_Mexico_Barshis-Radice_Host_contig01519","isotig07151_Past"
"N0.HOG0002959","N0.HOG0002959","Siderastrea_Mexico_Barshis-Radice_Host_contig08352","isotig06814_Past"
"N0.HOG0002960","N0.HOG0002960","Siderastrea_Mexico_Barshis-Radice_Host_contig06962","isotig01044_Past"
"N0.HOG0002961","N0.HOG0002961","Siderastrea_Mexico_Barshis-Radice_Host_contig06967","isotig11348_Past"
"N0.HOG0002965","N0.HOG0002965","Siderastrea_Mexico_Barshis-Radice_Host_contig03280","isotig28405_Past"
"N0.HOG0002966","N0.HOG0002966","Siderastrea_Mexico_Barshis-Radice_Host_contig08471","isotig07656_Past"
"N0.HOG0002967","N0.HOG0002967","Siderastrea_Mexico_Barshis-Radice_Host_contig06632","isotig14003_Past"
"N0.HOG0002968","N0.HOG0002968","Siderastrea_Mexico_Barshis-Radice_Host_contig14163","isotig15562_Past"
"N0.HOG0002969","N0.HOG0002969","Siderastrea_Mexico_Barshis-Radice_Host_contig19124","isotig23425_Past"
"N0.HOG0002970","N0.HOG0002970","Siderastrea_Mexico_Barshis-Radice_Host_contig08676","isotig11675_Past"
"N0.HOG0002972","N0.HOG0002972","Siderastrea_Mexico_Barshis-Radice_Host_contig05611","isotig12022_Past"
"N0.HOG0002973","N0.HOG0002973","Siderastrea_Mexico_Barshis-Radice_Host_contig01728","isotig05199_Past"
"N0.HOG0002974","N0.HOG0002974","Siderastrea_Mexico_Barshis-Radice_Host_contig18484","isotig08956_Past"
"N0.HOG0002975","N0.HOG0002975","Siderastrea_Mexico_Barshis-Radice_Host_contig09704","isotig14178_Past"
"N0.HOG0002976","N0.HOG0002976","Siderastrea_Mexico_Barshis-Radice_Host_contig04114","GCKDGN101CCKPS_Past"
"N0.HOG0002977","N0.HOG0002977","Siderastrea_Mexico_Barshis-Radice_Host_contig07066","isotig21938_Past"
"N0.HOG0002978","N0.HOG0002978","Siderastrea_Mexico_Barshis-Radice_Host_contig18269","isotig03370_Past"
"N0.HOG0002979","N0.HOG0002979","Siderastrea_Mexico_Barshis-Radice_Host_contig02393","isotig08426_Past"
"N0.HOG0002980","N0.HOG0002980","Siderastrea_Mexico_Barshis-Radice_Host_contig10478","isotig03172_Past"
"N0.HOG0002981","N0.HOG0002981","Siderastrea_Mexico_Barshis-Radice_Host_contig00518","isotig01014_Past"
"N0.HOG0002983","N0.HOG0002983","Siderastrea_Mexico_Barshis-Radice_Host_contig00938","isotig08336_Past"
"N0.HOG0002984","N0.HOG0002984","Siderastrea_Mexico_Barshis-Radice_Host_contig06397","isotig07777_Past"
"N0.HOG0002986","N0.HOG0002986","Siderastrea_Mexico_Barshis-Radice_Host_contig03708","GCKDGN102EMBL6_Past"
"N0.HOG0002987","N0.HOG0002987","Siderastrea_Mexico_Barshis-Radice_Host_contig03703","isotig05655_Past"
"N0.HOG0002988","N0.HOG0002988","Siderastrea_Mexico_Barshis-Radice_Host_contig11383","isotig05521_Past"
"N0.HOG0002989","N0.HOG0002989","Siderastrea_Mexico_Barshis-Radice_Host_contig02859","GCKDGN103FUM0R_Past"
"N0.HOG0002991","N0.HOG0002991","Siderastrea_Mexico_Barshis-Radice_Host_contig17791","isotig08872_Past"
"N0.HOG0002992","N0.HOG0002992","Siderastrea_Mexico_Barshis-Radice_Host_contig17794","GCKDGN102DDC02_Past"
"N0.HOG0002993","N0.HOG0002993","Siderastrea_Mexico_Barshis-Radice_Host_contig17799","isotig08471_Past"
"N0.HOG0002994","N0.HOG0002994","Siderastrea_Mexico_Barshis-Radice_Host_contig08865","isotig25959_Past"
"N0.HOG0002995","N0.HOG0002995","Siderastrea_Mexico_Barshis-Radice_Host_contig01474","isotig22829_Past"
"N0.HOG0002996","N0.HOG0002996","Siderastrea_Mexico_Barshis-Radice_Host_contig12854","isotig10469_Past"
"N0.HOG0002999","N0.HOG0002999","Siderastrea_Mexico_Barshis-Radice_Host_contig15849","GCKDGN103FWBA8_Past"
"N0.HOG0003000","N0.HOG0003000","Siderastrea_Mexico_Barshis-Radice_Host_contig14344","isotig16971_Past"
"N0.HOG0003001","N0.HOG0003001","Siderastrea_Mexico_Barshis-Radice_Host_contig15840","isotig25684_Past"
"N0.HOG0003003","N0.HOG0003003","Siderastrea_Mexico_Barshis-Radice_Host_contig06406","isotig06972_Past"
"N0.HOG0003004","N0.HOG0003004","Siderastrea_Mexico_Barshis-Radice_Host_contig08644","isotig03483_Past"
"N0.HOG0003005","N0.HOG0003005","Siderastrea_Mexico_Barshis-Radice_Host_contig02435","isotig04483_Past"
"N0.HOG0003007","N0.HOG0003007","Siderastrea_Mexico_Barshis-Radice_Host_contig00721","GCKDGN103GXP9H_Past"
"N0.HOG0003009","N0.HOG0003009","Siderastrea_Mexico_Barshis-Radice_Host_contig13796","isotig21922_Past"
"N0.HOG0003012","N0.HOG0003012","Siderastrea_Mexico_Barshis-Radice_Host_contig09746","isotig05610_Past"
"N0.HOG0003013","N0.HOG0003013","Siderastrea_Mexico_Barshis-Radice_Host_contig11389","isotig04613_Past"
"N0.HOG0003014","N0.HOG0003014","Siderastrea_Mexico_Barshis-Radice_Host_contig17547","isotig13742_Past"
"N0.HOG0003015","N0.HOG0003015","Siderastrea_Mexico_Barshis-Radice_Host_contig02640","isotig18753_Past"
"N0.HOG0003017","N0.HOG0003017","Siderastrea_Mexico_Barshis-Radice_Host_contig14815","isotig12890_Past"
"N0.HOG0003018","N0.HOG0003018","Siderastrea_Mexico_Barshis-Radice_Host_contig14814","isotig28192_Past"
"N0.HOG0003020","N0.HOG0003020","Siderastrea_Mexico_Barshis-Radice_Host_contig01988","isotig04772_Past"
"N0.HOG0003025","N0.HOG0003025","Siderastrea_Mexico_Barshis-Radice_Host_contig04589","isotig28524_Past"
"N0.HOG0003028","N0.HOG0003028","Siderastrea_Mexico_Barshis-Radice_Host_contig07633","isotig07465_Past"
"N0.HOG0003029","N0.HOG0003029","Siderastrea_Mexico_Barshis-Radice_Host_contig07634","GCKDGN103F61EM_Past"
"N0.HOG0003030","N0.HOG0003030","Siderastrea_Mexico_Barshis-Radice_Host_contig05988","isotig12398_Past"
"N0.HOG0003031","N0.HOG0003031","Siderastrea_Mexico_Barshis-Radice_Host_contig08526","GCKDGN102DVMG3_Past"
"N0.HOG0003032","N0.HOG0003032","Siderastrea_Mexico_Barshis-Radice_Host_contig01299","isotig20349_Past"
"N0.HOG0003034","N0.HOG0003034","Siderastrea_Mexico_Barshis-Radice_Host_contig01749","isotig05241_Past"
"N0.HOG0003035","N0.HOG0003035","Siderastrea_Mexico_Barshis-Radice_Host_contig18469","isotig04327_Past"
"N0.HOG0003036","N0.HOG0003036","Siderastrea_Mexico_Barshis-Radice_Host_contig18460","isotig10427_Past"
"N0.HOG0003038","N0.HOG0003038","Siderastrea_Mexico_Barshis-Radice_Host_contig14204","isotig14749_Past"
"N0.HOG0003040","N0.HOG0003040","Siderastrea_Mexico_Barshis-Radice_Host_contig18209","isotig11045_Past"
"N0.HOG0003041","N0.HOG0003041","Siderastrea_Mexico_Barshis-Radice_Host_contig18204","isotig03748_Past"
"N0.HOG0003042","N0.HOG0003042","Siderastrea_Mexico_Barshis-Radice_Host_contig10456","isotig17568_Past"
"N0.HOG0003043","N0.HOG0003043","Siderastrea_Mexico_Barshis-Radice_Host_contig16060","GCKDGN102C6I6G_Past"
"N0.HOG0003044","N0.HOG0003044","Siderastrea_Mexico_Barshis-Radice_Host_contig12328","isotig03447_Past"
"N0.HOG0003046","N0.HOG0003046","Siderastrea_Mexico_Barshis-Radice_Host_contig03933","isotig03465_Past"
"N0.HOG0003048","N0.HOG0003048","Siderastrea_Mexico_Barshis-Radice_Host_contig15657","isotig09760_Past"
"N0.HOG0003049","N0.HOG0003049","Siderastrea_Mexico_Barshis-Radice_Host_contig15801","isotig30582_Past"
"N0.HOG0003050","N0.HOG0003050","Siderastrea_Mexico_Barshis-Radice_Host_contig10879","isotig23101_Past"
"N0.HOG0003051","N0.HOG0003051","Siderastrea_Mexico_Barshis-Radice_Host_contig07359","isotig06300_Past"
"N0.HOG0003052","N0.HOG0003052","Siderastrea_Mexico_Barshis-Radice_Host_contig02189","isotig23845_Past"
"N0.HOG0003053","N0.HOG0003053","Siderastrea_Mexico_Barshis-Radice_Host_contig07132","isotig26756_Past"
"N0.HOG0003054","N0.HOG0003054","Siderastrea_Mexico_Barshis-Radice_Host_contig07138","isotig04972_Past"
"N0.HOG0003055","N0.HOG0003055","Siderastrea_Mexico_Barshis-Radice_Host_contig09211","isotig10445_Past"
"N0.HOG0003057","N0.HOG0003057","Siderastrea_Mexico_Barshis-Radice_Host_contig11005","isotig25895_Past"
"N0.HOG0003058","N0.HOG0003058","Siderastrea_Mexico_Barshis-Radice_Host_contig05864","isotig14109_Past"
"N0.HOG0003059","N0.HOG0003059","Siderastrea_Mexico_Barshis-Radice_Host_contig05517","isotig24385_Past"
"N0.HOG0003060","N0.HOG0003060","Siderastrea_Mexico_Barshis-Radice_Host_contig01194","isotig13599_Past"
"N0.HOG0003061","N0.HOG0003061","Siderastrea_Mexico_Barshis-Radice_Host_contig01197","isotig06890_Past"
"N0.HOG0003062","N0.HOG0003062","Siderastrea_Mexico_Barshis-Radice_Host_contig03320","isotig04817_Past"
"N0.HOG0003064","N0.HOG0003064","Siderastrea_Mexico_Barshis-Radice_Host_contig16598","GCKDGN102D1LRD_Past"
"N0.HOG0003065","N0.HOG0003065","Siderastrea_Mexico_Barshis-Radice_Host_contig07602","isotig12446_Past"
"N0.HOG0003066","N0.HOG0003066","Siderastrea_Mexico_Barshis-Radice_Host_contig06604","isotig18701_Past"
"N0.HOG0003067","N0.HOG0003067","Siderastrea_Mexico_Barshis-Radice_Host_contig08112","isotig02482_Past"
"N0.HOG0003068","N0.HOG0003068","Siderastrea_Mexico_Barshis-Radice_Host_contig17635","isotig09395_Past"
"N0.HOG0003069","N0.HOG0003069","Siderastrea_Mexico_Barshis-Radice_Host_contig15584","isotig10514_Past"
"N0.HOG0003070","N0.HOG0003070","Siderastrea_Mexico_Barshis-Radice_Host_contig00744","GCKDGN101BH0JR_Past"
"N0.HOG0003071","N0.HOG0003071","Siderastrea_Mexico_Barshis-Radice_Host_contig00740","isotig02905_Past"
"N0.HOG0003072","N0.HOG0003072","Siderastrea_Mexico_Barshis-Radice_Host_contig08449","isotig01028_Past"
"N0.HOG0003074","N0.HOG0003074","Siderastrea_Mexico_Barshis-Radice_Host_contig14189","GE906357_Past"
"N0.HOG0003075","N0.HOG0003075","Siderastrea_Mexico_Barshis-Radice_Host_contig18691","isotig10001_Past"
"N0.HOG0003076","N0.HOG0003076","Siderastrea_Mexico_Barshis-Radice_Host_contig18699","isotig02382_Past"
"N0.HOG0003077","N0.HOG0003077","Siderastrea_Mexico_Barshis-Radice_Host_contig12001","isotig04272_Past"
"N0.HOG0003078","N0.HOG0003078","Siderastrea_Mexico_Barshis-Radice_Host_contig14235","GCKDGN103HA6X6_Past"
"N0.HOG0003079","N0.HOG0003079","Siderastrea_Mexico_Barshis-Radice_Host_contig06319","GCKDGN101AYUGV_Past"
"N0.HOG0003080","N0.HOG0003080","Siderastrea_Mexico_Barshis-Radice_Host_contig11642","isotig21050_Past"
"N0.HOG0003081","N0.HOG0003081","Siderastrea_Mexico_Barshis-Radice_Host_contig19144","isotig03227_Past"
"N0.HOG0003084","N0.HOG0003084","Siderastrea_Mexico_Barshis-Radice_Host_contig11630","isotig03586_Past"
"N0.HOG0003085","N0.HOG0003085","Siderastrea_Mexico_Barshis-Radice_Host_contig10992","isotig26764_Past"
"N0.HOG0003086","N0.HOG0003086","Siderastrea_Mexico_Barshis-Radice_Host_contig10993","isotig04736_Past"
"N0.HOG0003088","N0.HOG0003088","Siderastrea_Mexico_Barshis-Radice_Host_contig16303","isotig03543_Past"
"N0.HOG0003089","N0.HOG0003089","Siderastrea_Mexico_Barshis-Radice_Host_contig16697","isotig10570_Past"
"N0.HOG0003090","N0.HOG0003090","Siderastrea_Mexico_Barshis-Radice_Host_contig03135","isotig14701_Past"
"N0.HOG0003091","N0.HOG0003091","Siderastrea_Mexico_Barshis-Radice_Host_contig15349","isotig05251_Past"
"N0.HOG0003092","N0.HOG0003092","Siderastrea_Mexico_Barshis-Radice_Host_contig01080","isotig03511_Past"
"N0.HOG0003093","N0.HOG0003093","Siderastrea_Mexico_Barshis-Radice_Host_contig17026","isotig06077_Past"
"N0.HOG0003097","N0.HOG0003097","Siderastrea_Mexico_Barshis-Radice_Host_contig18198","GCKDGN102D22TF_Past"
"N0.HOG0003099","N0.HOG0003099","Siderastrea_Mexico_Barshis-Radice_Host_contig07905","GE911245_Past"
"N0.HOG0003101","N0.HOG0003101","Siderastrea_Mexico_Barshis-Radice_Host_contig02539","isotig04711_Past"
"N0.HOG0003104","N0.HOG0003104","Siderastrea_Mexico_Barshis-Radice_Host_contig09717","isotig05898_Past"
"N0.HOG0003105","N0.HOG0003105","Siderastrea_Mexico_Barshis-Radice_Host_contig12341","GCKDGN101BZF8Z_Past"
"N0.HOG0003106","N0.HOG0003106","Siderastrea_Mexico_Barshis-Radice_Host_contig12343","isotig08892_Past"
"N0.HOG0003107","N0.HOG0003107","Siderastrea_Mexico_Barshis-Radice_Host_contig16976","isotig07883_Past"
"N0.HOG0003108","N0.HOG0003108","Siderastrea_Mexico_Barshis-Radice_Host_contig10850","GCKDGN101AU6YP_Past"
"N0.HOG0003112","N0.HOG0003112","Siderastrea_Mexico_Barshis-Radice_Host_contig02812","isotig04997_Past"
"N0.HOG0003113","N0.HOG0003113","Siderastrea_Mexico_Barshis-Radice_Host_contig06826","isotig13982_Past"
"N0.HOG0003114","N0.HOG0003114","Siderastrea_Mexico_Barshis-Radice_Host_contig04684","isotig06173_Past"
"N0.HOG0003115","N0.HOG0003115","Siderastrea_Mexico_Barshis-Radice_Host_contig04681","isotig13726_Past"
"N0.HOG0003116","N0.HOG0003116","Siderastrea_Mexico_Barshis-Radice_Host_contig10098","isotig03580_Past"
"N0.HOG0003118","N0.HOG0003118","Siderastrea_Mexico_Barshis-Radice_Host_contig11067","isotig03636_Past"
"N0.HOG0003122","N0.HOG0003122","Siderastrea_Mexico_Barshis-Radice_Host_contig03300","GCKDGN103F2NN6_Past"
"N0.HOG0003123","N0.HOG0003123","Siderastrea_Mexico_Barshis-Radice_Host_contig00375","GCKDGN102DWA7C_Past"
"N0.HOG0003125","N0.HOG0003125","Siderastrea_Mexico_Barshis-Radice_Host_contig18055","isotig05960_Past"
"N0.HOG0003126","N0.HOG0003126","Siderastrea_Mexico_Barshis-Radice_Host_contig15610","isotig22023_Past"
"N0.HOG0003128","N0.HOG0003128","Siderastrea_Mexico_Barshis-Radice_Host_contig08175","isotig20654_Past"
"N0.HOG0003131","N0.HOG0003131","Siderastrea_Mexico_Barshis-Radice_Host_contig09088","isotig09106_Past"
"N0.HOG0003133","N0.HOG0003133","Siderastrea_Mexico_Barshis-Radice_Host_contig10083","isotig01190_Past"
"N0.HOG0003134","N0.HOG0003134","Siderastrea_Mexico_Barshis-Radice_Host_contig00760","isotig18105_Past"
"N0.HOG0003135","N0.HOG0003135","Siderastrea_Mexico_Barshis-Radice_Host_contig18911","isotig05190_Past"
"N0.HOG0003136","N0.HOG0003136","Siderastrea_Mexico_Barshis-Radice_Host_contig13753","isotig01612_Past"
"N0.HOG0003137","N0.HOG0003137","Siderastrea_Mexico_Barshis-Radice_Host_contig13754","isotig02298_Past"
"N0.HOG0003138","N0.HOG0003138","Siderastrea_Mexico_Barshis-Radice_Host_contig02940","isotig32417_Past"
"N0.HOG0003139","N0.HOG0003139","Siderastrea_Mexico_Barshis-Radice_Host_contig02237","GCKDGN102D1VZX_Past"
"N0.HOG0003140","N0.HOG0003140","Siderastrea_Mexico_Barshis-Radice_Host_contig14255","isotig03579_Past"
